spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_inc_1_material,layer_1_inc_1_shape,layer_1_inc_1_fraction,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_matrix_fraction,layer_3_matrix,layer_3_thickness_nm,layer_3_matrix_shape,layer_3_matrix_fraction
7,700.8846824351194,0.2487229503200244,0.24397787814896157,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,701.3068926139426,0.24853069004956158,0.24395241713272922,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,701.7290920660107,0.24871550177501242,0.24392731929645672,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,702.1512807913236,0.24894841573549675,0.2439028057508377,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,702.5734587898814,0.2485024154589372,0.24387867260518964,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,702.9956260616839,0.2482015878494995,0.24385433453440294,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,703.4177826067313,0.24827289820037607,0.24382990467879295,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,703.8399284250235,0.24908279470606343,0.2438057089046833,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,704.2620635165605,0.24816470768994395,0.24378130103968632,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,704.6841878813423,0.24861874207553697,0.24375725872463921,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
